Industry 	Residential Commercial and Public Services	Transport Other
1971	204.319691	85.690457	55.137661	9.710575	22.400257
1972	218.190197	95.111777	60.370942	10.168274	24.287447
1973	234.901111	101.34308	66.925883	10.593721	25.641877
1974	242.371623	103.461138	69.937232	10.955459	26.60611
1975	242.968356	113.232073	82.220553	11.921494	14.559415
1976	263.054682	119.696818	85.498198	11.858725	15.752111
1977	272.716339	127.753998	90.302837	12.259502	17.215399
1978	285.618914	135.865434	94.364324	12.571884	19.02279
1979	298.532932	141.282976	97.698363	13.16509	20.765435
1980	297.872655	147.793979	103.824936	13.862082	22.474981
1981	302.029926	151.714878	108.744716	13.866293	23.793293
1982	292.311521	156.337231	115.070077	13.988049	26.023987
1983	303.67601	164.676097	120.59252	14.285385	25.617025
1984	325.952109	172.767242	126.975154	14.861134	27.049611
1985	331.849613	180.369557	135.361311	15.449098	27.113242
1986	337.692865	187.547033	142.76621	15.846348	28.981431
1987	351.719265	196.938349	151.080226	16.257953	30.939297
1988	370.415734	203.855633	158.282205	16.789338	32.504129
1989	380.762166	210.487531	165.271542	17.11608	34.285383
1990	387.784701	216.655631	167.231468	20.960708	41.233621
1991	394.213067	227.567418	175.289679	20.461907	42.871539
1992	391.847114	232.43327	179.519084	19.585817	42.802494
1993	390.072052	245.124077	187.692866	18.66776	41.696398
1994	395.98616	253.032417	195.2393	18.12726	43.967245
1995	406.247977	262.629837	203.946607	18.038523	43.563802
1996	413.310833	274.277297	214.259762	18.434655	44.79768
1997	422.441529	278.431297	223.756663	18.390029	44.867166
1998	424.426823	289.250212	233.95262	18.034395	46.927947
1999	437.187621	298.068189	243.079365	18.171542	46.616849
2000	462.511782	306.608775	256.507653	18.601982	45.229754
2001	462.388909	314.164059	265.273863	18.873082	44.887194
2002	462.80963	325.216167	272.39501	19.643939	64.406715
2003	484.542139	336.695187	280.355198	20.78074	68.505075
2004	512.477048	347.21591	292.539208	21.363459	70.669558
2005	537.350302	362.955718	304.164228	21.693294	74.803616
2006	567.740592	372.581421	315.533452	22.369736	79.813851
2007	600.745403	387.836375	329.422609	23.385811	82.978936
2008	603.468362	395.881775	339.545397	23.232334	86.748669
2009	581.569904	404.661649	341.300514	23.280396	89.645312
2010	637.795616	427.551249	355.965952	25.050908	92.784008
2011	675.118919	429.572914	358.494497	26.864495	98.566212
2012	691.325367	439.852186	366.241625	27.424161	102.458219
2013	713.824941	454.249869	374.212382	28.153913	108.347297
2014	730.17274	461.446093	376.923476	28.542393	114.507396
2015	731.343854	471.176274	387.071718	29.030438	118.965346
2016	746.694499	488.439724	395.518226	30.732075	132.552111
